date,header,rating,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,wifi_&_connectivity,value_for_money,recommended,inflight_entertainment,verified_status,review_content,textblob_sentiment,vader_sentiment,rating_sentiment,year,departure,departure_country,arrival,arrival_country,via,is_domestic
2016-06-30,some crew make or break it,8,"Boeing 777-300ER, Boeing 777-200ER",Solo Leisure,Premium Economy,MEL to EZE via AKL,June 2016,4.0,4.0,5.0,4.0,-1.0,4.0,True,4.0,False,"Melbourne - Buenos Aires via Auckland and return. MEL-AKL-MEL on B777-300ER and AKL-EZE-AKL on B777-200ER. Check in Melbourne a bit cold and unfriendly. MEL lounge being refurbished hence not best. MEL-AKL, NZ 123 left and arrived on time. Crew not bad. Excellent meals and entertainment. AKL lounge very crowded at that time of evening with many Americas Departures. AKL-EZE flight boarded on time but left a bit late, however managed to arrive on time into EZE. Delicious food and excellent crew. IFE quite good. Return from EZE. Lounge in EZE quite good. Y+ plus was empty and had around 25% load. Good Crew and Food. Last leg from AKL to MEL terrible crew. Very disappointing considering that all flights before that were good. Overall Air New Zealand is a good airline but some crew make or break it.",Positive,Positive,Positive,2016,mel,AU,eze,AR,AKL,False
2016-06-27,food was delicious,10,Not informed,Solo Leisure,Economy Class,MEL to EZE via AKL,May 2016,3.0,5.0,5.0,4.0,3.0,4.0,True,5.0,False,"I first flew with Air New Zealand about 8 years ago and back them I remembered I enjoyed them, so for my next trip I booked return flights to Buenos Aires. I cannot fault this airline. The service before getting on the flight was great and then the staff while on the plane were all so well mannered, lovely and nothing was too much to ask. The Cabin manager also had a sense of humour - which is often hard to find on a long haul flight. I was fortunate enough to be sitting on the Skycouch row so was able to use the 2 seats next to me and spread out. The seats themselves I would rate about the same as any other airline. The food was delicious. It came out hot and had lots of flavour- unlike other airlines. The inflight entertainment was also great. They had a great selection of movies and TV shows (even full TV series). Once again, I couldnt fault my experience on Air NZ and will be recommending them.",Positive,Positive,Positive,2016,mel,AU,eze,AR,AKL,False
2016-06-25,crews were very attentive,9,Boeing 777-300,Business,Business Class,BNE to SFO via AKL,June 2016,5.0,5.0,5.0,3.0,-1.0,5.0,True,4.0,False,"Brisbane to San Francisco via Auckland with Air New Zealand. Both crews were very attentive and efficient, meals and wines excellent, planes left and arrived on time and slept well after dinner. Only issue was boarding at both BNE and AKL was a challenge, AKL is nearly always bad. New lounge in Brisbane not really any better than the old one except for the view and it is bigger, new lounge in AKL crowded but good, included a cocktail bar with decent drinks. Call from the AKL lounge was early and the gate was very crowded making priority boarding difficult. The area needs reconfiguration to be less of a battle to get on board. Other than that nothing else not to like, immigration in SFO was fast and the bags were waiting.",Positive,Negative,Positive,2016,bne,AU,sfo,US,AKL,False
2016-06-08,10 across makes for very narrow seats,7,Boeing 777,Couple Leisure,Economy Class,SFO to AKL,May 2016,2.0,3.0,4.0,4.0,-1.0,4.0,True,3.0,False,"Flight left on time, Air New Zealand sold a seat I had booked 6 months ago, after some discussion a compromise was reached. I had a bulk head seat 48J. Food was excellent and cabin staff attentive. But 10 seats across on a 777 makes for very narrow seats, also at night walking to the toilets, you almost have to walk sideways to try and avoid bumping into people. Overall a good flight but would place Air New Zealand 3rd of the three airlines I used on my vacation, after Lufthansa and Singapore Airlines.",Positive,Positive,Neutral,2016,sfo,US,akl,NZ,,False
2016-06-03,great airline to fly on,8,A320,Family Leisure,Economy Class,AKL to WLG,April 2016,4.0,5.0,4.0,4.0,-1.0,5.0,True,3.0,False,"Auckland to Wellington a short domestic with Air New Zealand. The cabin crew were friendly and the food was good. The A320 needed more inflight entertainment for children, a larger variety drink choices and more cabin crew since there were only 4. Still a great airline to fly on.",Positive,Positive,Positive,2016,akl,NZ,wlg,NZ,,True
2016-05-14,crew friendliness is fantastic,9,Boeing 777-200ER,Family Leisure,Economy Class,IAH to AKL,April 2016,3.0,5.0,3.0,4.0,-1.0,4.0,True,4.0,False,"Houston to Auckland with Air New Zealand - a fine airline indeed. The crew friendliness is fantastic. The food is passable in terms of both quality and size. The 777-200ER on the Pacific routes are a treat to fly. The seats are great, but not too much legroom. I got the back row so I had a great recline. I love the seat back snack and drink ordering system, it is quick, easy and efficient.",Positive,Positive,Positive,2016,iah,US,akl,NZ,,False
2016-05-14,well worth the expense,8,Boeing 777-300,Solo Leisure,Premium Economy,AKL to MEL,May 2016,5.0,5.0,3.0,4.0,-1.0,4.0,True,3.0,False,"Paid for upgrade to premium economy which was well worth the expense for flight from Auckland to Melbourne with Air New Zealand. I'm a wide guy (140 kg, 5ft 7in tall) and really appreciated the wider seat and the extra space available to me. FAs very professional and friendly. Food was ok but not great. Thanks to the IFE system I managed to catch up on 5 episodes of a TV series that I had missed. With the IFE the was some annoying static / buzzing in the headphones. I swapped to my own and it was still there. Toilets very clean and I loved reading the book titles on the wall.",Positive,Positive,Positive,2016,akl,NZ,mel,AU,,False
2016-05-13,bit of a cheap experience,6,Boeing 777-200,Business,Business Class,HKHG to AKL,May 2016,4.0,5.0,1.0,3.0,-1.0,2.0,True,3.0,False,"Hong Kong to Auckland with Air New Zealand, which was the return leg of a short trip up to Asia from New Zealand. I had managed to secure an upgrade via one-up (Bidding with airpoints) to move from Premium Economy to Business. Whilst I was glad of the upgrade and the ability to lie flat on what was a comfortable bed I was very disappointed with some of the soft product on board. The catering was fairly dire with a hamburger being the best option available for the evening meal. When did Air New Zealand start outsourcing its catering function to a strip-mall burger joint. Cheeses to follow were inedible and while the wine was nice, it certainly was not free flowing. Felt a little bit of a cheap experience overall. The overall cost of the meal, including what passed as a starter, cannot have been more than $10. When the airfare is around 3-4k one way on this leg, I would expect more Crew on the flight were good (as is the norm on Air NZ) just being let down by having to serve a substandard product. I recommend Air NZ for their cheaper seats, not worth paying full business though.",Positive,Positive,Neutral,2016,hkhg,,akl,NZ,,False
2016-05-07,it is profit before people,4,A320,Solo Leisure,Economy Class,SYD to AKL,April 2016,2.0,3.0,2.0,1.0,-1.0,2.0,False,4.0,False,Sydney to Auckland with Air New Zealand. Arrived Sydney early and told I couldn't change my flight to an earlier departure that was still open for check in. Tried to check in using the automated machines only to have my passport literally snatched out of my hand and taken to the manual check booth. Intervention was not required or appreciated. Seat on A320 is quite cramped and I only had a carry on baggage ticket so had to order a snack via the app. Entertainment options OK and easy to use. Really feel that it is profit before people with Air New Zealand now which is a pity. I have flown more miles with Air New Zealand than any other airline but this will be changing unless the price is significantly cheaper.,Positive,Positive,Neutral,2016,syd,AU,akl,NZ,,False
2016-04-15,leg space was very good,10,Boeing 787,Family Leisure,Economy Class,SIN to AKL,January 2016,5.0,5.0,4.0,5.0,-1.0,4.0,True,5.0,False,"I found that this leg of my journey from England to New Zealand via Munich and Singapore, was easily the best leg. I had already been in transit for around 18 hours and had a 9hr 55min flight with Air New Zealand on a B787 Dreamliner. The food (3 meals) was pretty good and the IFE was of a very high standard and I felt that it was incredibly easy to use. The cabin cleanliness was also very well managed and I will say the same about the lavatories as well. Cleanliness of the entire cabin gets 5 stars. The Flight Crew were very friendly and treated everyone with the utmost respect. The flight itself was a little bumpy but that is innevitable on a long haul flight, turbulence was not a problem but did stop the Cabin Crew from serving drinks for a while, I felt that the Pilots handled it well and kept everyone properly updated. The Economy Class seats were very comfortable and were easy to fall asleep in, the cabin temperature was not too hot/not too cold and the leg space was very good. I did not use the inflight WiFi but others that did use it said it was very good.",Positive,Positive,Positive,2016,sin,SG,akl,NZ,,False
2016-04-15,attentive and friendly crews,10,Boeing 777-300,Solo Leisure,Business Class,TRG to LAX,February 2016,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,False,"Tauranga - Los Angeles on NZ6 on 18 Feb with Air New Zealand. I used a recognition upgrade to go from Premium Economy to Business Class. Very nice regional lounge in Tauranga and a somewhat overcrowded new lounge in Auckland, but once you navigate around the Auckland lounge you can find a quiet spot. I was in the main Business Class cabin on the 777-300 and was attended by one of the most professional, attentive and friendly crews. Dinner and Breakfast was superb, along with an excellent selection of alcohol, which was constantly topped up. We arrived at LAX ahead of schedule.",Positive,Positive,Positive,2016,trg,NZ,lax,US,,False
2016-04-13,friendly and helpful,10,Not informed,Family Leisure,Economy Class,AKL to LAX,April 2016,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,False,"We recently went on a trip from the US to Australia and New Zealand. We were so pleased with the customer service Air New Zealand offered. A conflict arose with one portion of our trip and the customer service representatives were so great to work with to resolve this issue for us. The flight attendants on the plane were also very friendly and helpful. We also were very happy with the quality of the aircraft we flew on-convenient, comfortable, good food, and the bathrooms were nicer and cleaner than any other airline we have flown with (including on the long trans-Pacific flights).",Positive,Positive,Positive,2016,akl,NZ,lax,US,,False
2016-04-12,a superb business class product,9,B777/787,Business,Business Class,SFO to PER via AKL,April 2016,5.0,5.0,5.0,5.0,-1.0,4.0,True,5.0,False,"San Francisco to Perth via Auckland on Air New Zealand. Boarding in SFO was orderly and quick. On board, the aircraft interior was in pristine condition. The FA's on both legs were simply outstanding in the service they provided as well as in how they engaged with the passengers. Seats were very comfortable although I prefer the ones on the B777 to those on B787 as they seem to offer more space. The seat in the flat-bed position is very comfortable thanks to the additional padding used when the seat is converted into the bed. Food and wine selection were great on both legs and the presentation was top notch. Bathrooms were kept clean throughout both flights. IFE had a wide range of movies and music to satisfy all tastes. The lounge in Auckland had great variety and the made-to-order coffee bar was a huge hit. Air New Zealand offers a superb business class product and I highly recommend them.",Positive,Positive,Positive,2016,sfo,US,per,AU,AKL,False
2016-04-11,food was excellent,10,Boeing 777-200ER,Couple Leisure,Business Class,MEL to YVR via AKL,April 2016,5.0,5.0,4.0,4.0,-1.0,4.0,True,5.0,False,"We flew Air New Zealand in Business Premier from Melbourne to Auckland to Vancouver on April 8 and thought it was excellent. The lie-flat bed was very, very comfortable, allowing me to sleep for over seven hours on the AKL-YVR leg. The food was excellent, especially dinner, the lamb being of restaurant quality. Staff were very attentive and cheerful. Overall, an excellent experience, highly recommended.",Positive,Positive,Positive,2016,mel,AU,yvr,CA,AKL,False
2016-04-02,in all a pleasant journey,7,A320,Couple Leisure,Economy Class,AKL to WLG,March 2016,4.0,5.0,3.0,4.0,-1.0,5.0,True,-1.0,False,"Auckland to Wellington. Checked in at the premium desk which was fast and friendly. Auckland domestic lounge pretty well stocked with food on the buffet so you could eat dinner before boarding. Lounge was very crowded and initially hard to find a seat. Flight was delayed by 40 minutes which meant we could have a whole meal and not just a snack. We were kept regularly informed re the delay and boarding was fast. Smiling and happy crew who interacted well with passengers, snacks and tea/coffee or water all that was on offer but fine for this short flight. Comfortable and clean aircraft and in all a pleasant journey. Bags took about 10 minutes and carousel was also very crowded.",Positive,Positive,Neutral,2016,akl,NZ,wlg,NZ,,True
2016-04-01,service overall was very good,9,Not informed,Couple Leisure,Premium Economy,ZQN to LHR via AKL,March 2016,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,False,"We flew Air New Zealand outward from San Francisco to Auckland and back from Queenstown to London via Los Angeles. We chose them because of the Space Seats""in Premium Economy and were not disappointed. The seats were the extremely comfortable with plenty of leg room; meals were were tasty and offered good choice and the wine selection was good. The exceptional service offered by our cabin attendant on the outward journey to Aukland was not repeated on the return flight and I was a little taken aback when the attendant handed me my breakfast on a tray where the yoghurt had leaked with an apology but with no attempt to wipe up the spill. That said, service overall was very good and the crew were very pleasant. The in flight entertainment offered a wide choice of films, music etc. We would definitely fly with them again.",Positive,Positive,Positive,2016,zqn,NZ,lhr,GB,AKL,False
2016-03-27,"delightful staff, great snacks",9,Boeing 787-9,Business,Economy Class,SIN to AKL,March 2016,3.0,5.0,3.0,4.0,-1.0,4.0,True,4.0,False,"Singapore to Auckland with Air New Zealand. Check in good. Seat chosen not per the website plan so a middle row scenario. Not happy so complained and fortunately for all of us an aisle seat was available once I stood and waited 25 minutes until the aircraft was loaded. Delightful staff, great snacks but a long way off actual meal size. Screen snack ordering I loved and so fast! Very noisy vacuum toilets after 50 or so times it was a bit much. Two of the cabin crew were so big in the hips one hit me half a dozen times on the shoulder - I am pretty wide myself.  They were lovely people ... but! Great flight, funny Pilot who had staff and passengers laughing. Next time Premium economy for me though.",Positive,Positive,Positive,2016,sin,SG,akl,NZ,,False
2016-03-21,a very pleasant flight,8,Boeing 777,Couple Leisure,Economy Class,BNE to AKL,March 2016,4.0,5.0,4.0,5.0,-1.0,5.0,True,4.0,False,"Brisbane to Auckland with Air New Zealand was a very pleasant flight, cabin staff attentive and engaged. Check in reasonable with minor delay, lounge has seen better days in Brisbane but was the last week before the new lounge opened and was OK. Food good onboard, wine excellent. Left on time and arrived on time, bags off relatively fast.",Positive,Positive,Positive,2016,bne,AU,akl,NZ,,False
2016-03-20,everything is an upcharge,5,Boeing 787-900,Solo Leisure,Economy Class,AKL to PER,March 2016,2.0,2.0,-1.0,3.0,-1.0,3.0,False,4.0,False,"Flew from Auckland to Perth. Everything is an upcharge on Air New Zealand, beginning at check in. Their peculiar system requires you to occupy only your assigned seat, which is how the cabin crew knows what you are entitled to. My codeshare (Virgin Australia) did not show up properly on the Air NZ system, so I was required to attempt to watch a movie in order to determine if I had to pay for a Coke. (I was.) Flight departed an hour late from AKL due to mechanical issues. Overall, very average for a carrier which (used to) get good reviews.",Positive,Positive,Neutral,2016,akl,NZ,per,AU,,False
2016-03-16,seats were roomy,6,A320,Solo Leisure,Economy Class,SYD to WLG,September 2015,4.0,4.0,-1.0,4.0,-1.0,3.0,False,3.0,False,"It was overall a good flight from Sydney to Wellington. Efficient check-in, seats were roomy with sufficient leg room and the crew are friendly and casual. A major let-down, however, is their bizarre pricing. In Economy class, you have the option of flying with carry-on only, with no meals, no movies, and no check-in luggage. For around 20% more, you get a 'package' of check-in luggage and meals. There is no option of buying the meal alone. As a frequent trans-Tasman flyer who only goes for a few days at a time, I almost always travel with carry-ons only. Clearly, it makes no sense to pay for the whole extra package for just the meals. That leaves me 3 options onboard: eat nothing, buy the unappealing pre-packaged food, or bring my own. As pleasant as the Air New Zealand flight has been, in the future I opt for the 4th option: flying Qantas, which is similarly priced but is full-service.",Positive,Positive,Neutral,2016,syd,AU,wlg,NZ,,False
2016-03-16,very attentive cabin staff,8,Boeing 777-300ER,Solo Leisure,Economy Class,LAX to LHR,February 2016,4.0,5.0,4.0,4.0,-1.0,5.0,True,4.0,False,"Return flight to UK with Air New Zealand after 10 day visit to California. This airline was chosen on cost (very attractive seat sale) but they were certainly not budget in the service provided. The outbound flight on 18th February and this return flight were very similar in quality. Two well timed meals, a more than adequate IFE system and very attentive cabin staff (despite a somewhat unaccommodating fellow passenger next to me) made my first long haul flight in 17 years quite pleasant.",Positive,Positive,Positive,2016,lax,US,lhr,GB,,False
2016-03-04,freezing most of flight,6,Not informed,Couple Leisure,Economy Class,MEL to NPE,March 2016,2.0,4.0,3.0,4.0,-1.0,4.0,True,4.0,False,"Melbourne to Hawkes Bay, and Air condioning - absolutely freezing most of flight. Complained to air hostess who came back to report that the heating had been turned up. We as a party of 4 felt no difference even people in seats in front of us did not feel that the heating had been turned up. I have never felt so cold on a flight before and hope it doesnt happen again.",Positive,Negative,Neutral,2016,mel,AU,npe,NZ,,False
2016-03-01,there are better options to US,5,Boeing 777-300ER,Couple Leisure,Economy Class,BNE to LAX via AKL,February 2016,2.0,4.0,3.0,3.0,-1.0,3.0,False,4.0,False,"Brisbane to Los Angeles via Auckland and the flights were on time, ground staff average. The leg room is okay, but the 10 abreast seating is way too tight for such long flights. There are too many passengers crammed into the economy cabins, leaving very little space for cabin baggage in the overhead compartment. Service is nice but quite basic, no amenities offered or snacks. They need to be ordered via the app on the seat back TV. The meals were very small portions and meal trays with few options. The drinks selection was very good. PTV had many options. The flights were okay, but I couldn't recommend unless the price was substantially cheaper than other carriers. There are better options to the US.",Positive,Positive,Neutral,2016,bne,AU,lax,US,AKL,False
2016-02-29,IFE was excellent,9,Boeing 787-900,Family Leisure,Economy Class,AKL to SIN,February 2016,4.0,4.0,4.0,3.0,-1.0,4.0,True,5.0,False,"Air New Zealand, NZ 282, Auckland to Singapore on the new B787-9. Self check in counter on ground didn't work very well, a nice staff came and helped us. Boarding was smooth. Safety video was creative. The IFE was excellent, big screen, sensitive, many movies with different languages subtitles. A point to mention was you could order food in the IFE, it was convenient for passengers. Crew were nice and helpful. Dinner and breakfast were provided. Food was ok however quantity was small. Flight landed in Singapore on time.",Positive,Positive,Positive,2016,akl,NZ,sin,SG,,False
2016-02-16,booked upgraded and did not get,7,Not informed,Couple Leisure,Economy Class,AKL to SFO,February 2016,4.0,5.0,4.0,3.0,-1.0,3.0,True,4.0,False,"Overall good between Auckland and San Fransico but Air New Zealand has a policy of making you recheck your baggage at every flight segment and charge baggage fees for every flight segment if the entire connecting set of flights don't all have the same ticket number. All travel with ANZ, all tickets issued by them, it made no difference. We had also paid for and booked upgraded seats months in advance which we simply did not get on the return flight - no explanation, just bad news for us but as I said, other that good.",Positive,Negative,Neutral,2016,akl,NZ,sfo,US,,False
2016-02-04,a great experience,10,A320,Solo Leisure,Economy Class,ZQN to AKL,February 2016,5.0,5.0,4.0,5.0,-1.0,4.0,True,-1.0,False,"Queenstown to Auckland, and first time with Air New Zealand and impressed! The aircraft was new, with a nice interior. The safety video was fun and engaging. Cabin communications frequent and detailed. Hostesses were friendly. Some cheese and drinks offered, for a not long domestic flight it's appreciated. No individual screens, but some quizzes on the shared screens. A great experience, only a shame that due to geography AKL cannot be an international hub.",Positive,Positive,Positive,2016,zqn,NZ,akl,NZ,,True
2016-01-29,would never recommend,1,Not informed,Couple Leisure,Economy Class,SYD to CHC,December 2015,1.0,3.0,-1.0,1.0,-1.0,1.0,False,-1.0,False,"We made travel arrangements last July to travel from Sydney to Christchurch with Air New Zealand, we knew we would have bags but neglected to confirm prior to departure. Our email confirmation indicated baggage fees would apply but never in our wildest dreams did we expect to pay $160 (AUD) per bag at the airport. This was an international flight and quite often the cost of bags is no more than $50 per bag. We needed to check in online 120 minutes prior to departure but we didn't have internet access. The flight wasn't full but the agents were rude telling us that the airlines wanted to limit bags. Who goes on a 3 week adventure vacation in New Zealand without bags? Clothes and gear is paramount to this type of vacation and needless to say we spent thousands of dollars - not a great start to an amazing country by their airline. On the return flight after changing our reservation by phone and adding bags, they neglected to put our reservation change in computer and tried to charge us again. They wanted a printed confirmation, who carries a printer on vacation? Thankfully, we had an email confirmation. I would never recommend this airline.",Negative,Negative,Negative,2016,syd,AU,chc,NZ,,False
2016-01-28,entertainment system is excellent,5,Boeing 787,Solo Leisure,Economy Class,AKL to PVG,January 2016,5.0,4.0,4.0,1.0,-1.0,3.0,True,5.0,False,"A real mixed bag with Air New Zealand from Auckland to Shanghai, great flight with bad ground service. The trip got off to a couple of bad starts, I couldn't check in from Queenstown to Geneva since the tickets were not connnected, so I had to drag my luggage between the terminals in Auckland. Then when I tried to check in for Geneva from Auckland they would only check me in to Shanghai since apparently Air NZ can not check people in to transit Shanghai to Air China. This needs to be fixed since I spent 2 hours in queues to get out and back into the airport in Shanghai, I would never fly this route again because of this problem. The terminal walkway in Auckland really needs to be covered since it is frequently raining, it is a bit of a national disgrace that uncovered walkway, not a good way to great arriving tourists. Flying the Dreamliner made this longhaul flight more pleasant, the higher humidity and cabin pressure left me feeling less drained than usual. The entertainment system is excellent with gate to gate service and a good selection of movies. Most importantly the system does not have boxes under the seats making a lot more legroom available. I was lucky to get a sky couch row to myself since the plane was only half full and was able to have the full sky couch to myself for sleeping. Having a full sky couch was great for sleeping, but honestly I can't see how 2 or more people could share one unless they are very short/small people or children.",Positive,Positive,Neutral,2016,akl,NZ,pvg,CN,,False
2016-01-24,happy with the flight,8,Boeing 787,Solo Leisure,Economy Class,NRT to AKL,January 2016,3.0,4.0,5.0,5.0,-1.0,5.0,True,5.0,False,"Tokyo Narita to Auckland on NZ94. Boarding was efficient. Impressed with both the dinner and breakfast served, however only one beverage run with meals and if one wanted a second drink it had to be ordered via the AVOD app. Same with coffee and tea. Crew varied from jovial to sullen. Seat not the most comfortable but as I move around the cabin often this was not too big an issue. Excellent selecton of entertainment. Overall happy with the flight and would fly this route with Air New Zealand again.",Positive,Positive,Positive,2016,nrt,JP,akl,NZ,,False
2016-01-21,definitely last time,1,Not informed,Couple Leisure,Economy Class,SIN to AKL,January 2016,1.0,1.0,-1.0,1.0,-1.0,1.0,False,-1.0,False,"Singapore to Auckland, my first time taking Air New Zealand and definitely last time. The baggage policy for international flights is silly. While I respect the weight allowance of 23kg, it is ridiculous to restrict to 1 bag per pax even if total of 2 bags is still within weight allowance. Ground crew claimed to have no discretion to bend the rules though the flight was rather empty. For those who are travelling for golf or other sports, would be wise not to take this airline.",Positive,Positive,Negative,2016,sin,SG,akl,NZ,,False
2016-01-11,"professional, friendly and helpful",10,Boeing 777-300,Couple Leisure,Business Class,LAX to LHR,January 2016,5.0,5.0,5.0,5.0,-1.0,5.0,True,5.0,False,"Los Angeles to London Heathrow on New Year's Day with Air New Zealand. Full cabin in Business Class. Love the seats and foot stool and conversion to flat bed. The seats have a good range of positions and the table is large enough. The entertainment system was fully operational. Food and beverage choices were very good.  The flight attendants were professional, friendly and helpful - we can't speak highly enough of them, both outbound and inbound. The ground staff were also pleasant and helpful.",Positive,Positive,Positive,2016,lax,US,lhr,GB,,False
2016-01-07,pretty good experience,10,Boeing 777-300,Solo Leisure,Premium Economy,AKL to LHR via LAX,December 2015,5.0,5.0,3.0,5.0,-1.0,5.0,True,4.0,False,"Flying return from Auckland to London Heathrow I had a pretty good experience. On my first flight, I didnt have a copy of the airline magazine, and asked the staff. They explained that something had happened and they hadn't been put on the flight. I wasn't originally best pleased. A week later, as I boarded my flight back to NZ, I presented my boarding pass while getting on the plane. The steward immediately said ""David I've heard you missed out on the Kia Ora magazine last flight, we've got a copy here ready for you"". They brought this to my seat a few minutes later, with another apology for not having it the first time.",Positive,Positive,Positive,2016,akl,NZ,lhr,GB,LAX,False
2015-12-29,staff were excellent,10,Boeing 777,Couple Leisure,Business Class,LHR to LAX,December 2015,5.0,5.0,5.0,5.0,-1.0,4.0,True,4.0,False,"I flew Air New Zealand from London to Los Angeles on Christmas Day, the staff were excellent. An empty seat opposite my seat was made up as my bed. Food very good. The use of the Singapore Airlines Lounge at Heathrow Terminal 2 is a great start to the flight.",Positive,Positive,Positive,2015,lhr,GB,lax,US,,False
2015-12-25,food selection was ok,8,Boeing 777-300,Solo Leisure,Business Class,LHR to LAX,December 2015,4.0,5.0,4.0,4.0,-1.0,4.0,True,3.0,False,"Light passenger load in business class. Arrived at the gate after priority boarding had closed and queue with economy class. When staff realize they were embarrassed and work hard to ensure I was boarded first. Whilst it didn't bother me the effort was appreciated. The inflight service was impeccable. Staff turned an empty seat into bed for me rather than my assigned seat, very convenient. Food selection was ok but plenty to go around. There were only 10 pax in business class and 4 were friends or relatives of crew members. Inflight entertainment was ok. Bed was very comfortable to sleep but wish the width could be bit wider for turning. Would definitely fly Air New Zealand again.",Positive,Positive,Positive,2015,lhr,GB,lax,US,,False
2015-12-23,comfortable flat bed,10,Boeing 777-300,Solo Leisure,Business Class,AKL to LAX,December 2015,5.0,5.0,5.0,5.0,-1.0,4.0,True,5.0,False,"Auckland to Los Angeles with Air New Zealand. Great service, good food, very comfortable flat bed, although somewhat finicky compared to other airlines in that it isn't simple to set up without help from service staff. Privacy is better achieved by getting a seat at rear bulkhead. Lounge at Auckland busy, but service staff walling around and offering snacks and drinks is a nice touch.",Positive,Positive,Positive,2015,akl,NZ,lax,US,,False
2015-12-16,aisle is no longer wide enough,4,Boeing 777-200,Solo Leisure,Economy Class,Auckland to Vancouver,December 2015,2.0,2.0,1.0,3.0,-1.0,1.0,False,-1.0,False,"I have flown between Auckland and Vancouver on Air New Zealand dozens of times. This was the first time on the new 3-4-3 seating arrangement. Total fail. I sat in an aisle seat, as always, and discovered the aisle is no longer wide enough for the average Kiwi. I am not a big person and there was no way to keep my shoulders in enough to prevent being continually bumped. Some of their stewardesses are wider than the aisles. Some men negotiated the aisles sideways. How can this be safe? I have been trying to find alternatives to this flight as the 3-4-3 seating arrangement is far too crowded for even ""small"" people. Can't imagine what it would be like for ""large"" people. Oh, and the food was not good. What a difference one year has made in my opinion of Air New Zealand. I would classify Air New Zealand as a budget airline except for the price doesn't reflect this, only the quality. I should mention however that the domestic flights are just fine.",Positive,Negative,Neutral,2015,auckland,NZ,vancouver,US,,False
2015-12-14,787 is more of a nightmare,2,Boeing 787,Couple Leisure,Economy Class,Auckland to Shanghai,December 2015,1.0,2.0,2.0,4.0,-1.0,2.0,False,3.0,False,"The Air New Zealand Boeing 787 is more of a nightmare. Have never known such hard, uncomfortable and narrow seats in economy. I am of average build and there was hardly any room to shift one's position. I had paid extra for an emergency exit seat but this meant I was unable to lift the armrests to obtain just an inch of extra space. Also, I might have had more leg room but the noise from the galley and toilets made it impossible to sleep quite apart from being continually jostled by people using the very narrow aisle. The mostly Chinese crew appeared bored and seldom smiled - cannot really be blamed as I understand that is the only route they fly. The food was mediocre and served on the tiniest tray with plastic utensils. Coffee and tea was not offered after the dinner service and the return trip it was offered at breakfast but the coffee was of very poor quality. Air New Zealand management would do well to remember that the economy passengers are in the majority and by providing a cheese paring budget service people are going to look for other airlines that provide a more comfortable means of travel. I must also comment on the uniform. The male cabin crew have a lovely smart outfit but the female uniform is horrendous especially for those cabin crew who are on the buxom side. The uniform is ugly and badly fitting. I tried the Boeing 787 because I had heard good reports, but after two negative experiences (Auckland to Shanghai and Tokyo to Auckland) I shall return to flying with Singapore Airways, Cathay Pacific and even Qantas!",Positive,Negative,Negative,2015,auckland,NZ,shanghai,CN,,False
2015-12-11,pleasant cabin ambiance,10,Boeing 777-200,Business,Business Class,YVR to AKL,December 2015,5.0,5.0,5.0,4.0,-1.0,4.0,True,5.0,False,From boarding to arrival an exceptional experience with Air New Zealand from YVR to AKL. Comfortable seat both in upright and fully flat configuration. Pleasant cabin ambiance with cool colours and fresh looking environment. Food choices were ample and my fish was prepared just right. Limited but good quality wines and a wide array of other beverages including champagne and several beer labels. FA's were nothing short of outstanding with smiles all around even after 14 hours in the air. IFE had a rich library of movies and music. Flight departed and landed on time.,Positive,Positive,Positive,2015,yvr,CA,akl,NZ,,False
2015-12-10,most relaxing experience,10,A320,Business,Economy Class,Queenstown to Sydney,December 2015,5.0,5.0,5.0,5.0,5.0,5.0,True,5.0,False,"Travelled Works Deluxe and one of the most relaxing experiences in a long time. I arrived at Queenstown airport much earlier than I would normally check-in. As I entered the terminal an announcement was made to say that bags could be checked in then. I was able to use my passport to confirm checkin and drop my bag off, assisted by an Air New Zealand representative staff. I used the Koru lounge and enjoyed a very relaxing few hours. The lounge was not exceptionally busy although the number of people increased over the time I was waiting. Onboard I found the flight attendants excellent, very engaging with the announcements and safety messages, and the whole team were most professional.",Positive,Positive,Positive,2015,queenstown,NZ,sydney,AU,,False
