date,header,rating,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended,aircraft,verified_status,review_content,combined_content,textblob_sentiment,vader_sentiment,rating_sentiment,year
2013-12-16,Air New Zealand customer review,10,,Business Class,,,5.0,5.0,5.0,-1.0,-1.0,-1.0,5.0,True,,False,air new zealand customer review flew sydney to auckland in early december on 767 very comfortable in the 2 seats didnt use their tv as had my ipad but crew were some of the best i have encountered very helpful friendly and seemed genuinely interested in passenger well being on the return flight i asked about an upgrade as it was the 777200 and was offered nzd495 which i accepted lovely lounge in auckland as youd expect and great flight back very comfortable seat in business with lovely lunch service great value and would use again,Air New Zealand customer review Flew Sydney to Auckland in early December on 767. Very comfortable in the 2 seats. Didn't use their TV as had my iPad but crew were some of the best I have encountered. Very helpful friendly and seemed genuinely interested in passenger well being. On the return flight I asked about an upgrade as it was the 777-200 and was offered NZD$495 which I accepted. Lovely lounge in Auckland as you'd expect and great flight back. Very comfortable seat in business with lovely lunch service. Great value and would use again.,Positive,Positive,Positive,2013
2013-12-12,Air New Zealand customer review,9,,Premium Economy,,,5.0,4.0,4.0,5.0,-1.0,-1.0,5.0,True,,False,air new zealand customer review laxlhr premium economy on 777300 with space seats this is an amazing product speedy checkin at separate counters at lax efficient boarding seat is amazing really comfortable with loads of personal space and leg room separate cabin makes in feel very business class like toilets designed like boutique hotel with library book wall and kept clean throughout the flight food top notch and large glasses of wine great cabin service arrival into lhr ahead of time despite fog and fast delivery of bags cannot ask for more one annoyance flight attendant had friends in cabin and kept stopping to chat whilst in service,Air New Zealand customer review LAX-LHR premium economy on 777-300 with space seats. This is an amazing product. Speedy check-in at separate counters at LAX. Efficient boarding. Seat is amazing - really comfortable with loads of personal space and leg room. Separate cabin makes in feel very business class like. Toilets designed like boutique hotel with library book wall and kept clean throughout the flight. Food top notch and large glasses of wine. Great cabin service. Arrival into LHR ahead of time despite fog and fast delivery of bags. Cannot ask for more. One annoyance - flight attendant had friends in cabin and kept stopping to chat whilst in service.,Positive,Positive,Positive,2013
2013-12-10,Air New Zealand customer review,10,,Business Class,,,5.0,5.0,5.0,5.0,-1.0,-1.0,5.0,True,,False,air new zealand customer review i flew from sydney to auckland on a boeing 777200er in business class seat 3a and although a quick 35 hour flight it was excellent the seats are roomy didnt utilize the bed option for the amount of time in the air service was very personal and professional and the food was great the service manager visited each business class customer prior to landing and asked if everything was to their likingrare these days to find that on airlines many options with the personal television for movies tv programs and more first time flying air new zealand and i was very impressed,Air New Zealand customer review I flew from Sydney to Auckland on a Boeing 777-200ER in Business Class (seat 3A) and although a quick 3.5 hour flight it was excellent. The seats are roomy (didn't utilize the bed option) for the amount of time in the air service was very personal and professional and the food was great. The Service manager visited each Business Class customer prior to landing and asked if everything was to their liking-rare these days to find that on airlines. Many options with the personal television for movies TV programs and more. First time flying Air New Zealand and I was very impressed.,Positive,Positive,Positive,2013
2013-12-09,Air New Zealand customer review,1,,Economy Class,,,1.0,2.0,4.0,1.0,-1.0,-1.0,1.0,False,,False,air new zealand customer review my 18 year old son has just arrived in vancouver after flying mekaklyvr he is travelling to a skiing camp so had excess and over sized baggage which we had accounted for checkin at the at the airport is an ekiosk with no option to use a counter this is fine if flying is straight forward and you have one bag i was most unimpressed and sought assistance from ground staff who were helpful i noticed older passengers who were struggling and thought about families with young children bags prams and car seats and wonder how one person is to manage the plane was old and the seat uncomfortable and he was served the identical meal on the auckland and vancouver legs luckily it was good however being hungry he asked for a second meal and was told he couldnt have one this is company policy so he went hungry for a 12 hr flight this is not acceptable and we will not be flying air nz again,Air New Zealand customer review My 18 year old son has just arrived in Vancouver after flying MEK-AKL-YVR. He is travelling to a skiing camp so had excess and over sized baggage which we had accounted for. Check-in at the at the airport is an e-kiosk with no option to use a counter. This is fine if flying is straight forward and you have one bag. I was most unimpressed and sought assistance from ground staff who were helpful. I noticed older passengers who were struggling and thought about families with young children bags prams and car seats and wonder how one person is to manage. The plane was old and the seat uncomfortable and he was served the identical meal on the Auckland and Vancouver legs. Luckily it was good however being hungry he asked for a second meal and was told he couldn't have one - this is company policy. So he went hungry for a 12 hr flight. This is not acceptable and we will not be flying Air NZ again.,Positive,Positive,Negative,2013
2013-12-03,Air New Zealand customer review,9,,Economy Class,,,5.0,5.0,4.0,3.0,-1.0,-1.0,5.0,True,,False,air new zealand customer review auckland to hong kong on 15 october so good the steward was the most helpful ive known the cabin was actually warm i hate how cold most planes are the food was fine the movies were a bit out of date but it seems that all the airlines are doing that now,Air New Zealand customer review Auckland to Hong Kong on 15 October. So good! The steward was the most helpful I've known the cabin was actually warm (I hate how cold most planes are) the food was fine the movies were a bit out of date but it seems that all the airlines are doing that now.,Positive,Positive,Positive,2013
2013-12-02,Air New Zealand customer review,7,,Economy Class,,,4.0,4.0,4.0,4.0,-1.0,-1.0,4.0,True,,False,air new zealand customer review sydaklyvraklsyd return agree with majority of comments re checked in baggage allowance cabin bag allowance 7kg as last time i flew to north america checked in baggage allowance was 2x 23kg bags clean cabin friendly staff decent inflight catering avod options,Air New Zealand customer review SYD-AKL-YVR-AKL-SYD return agree with majority of comments re checked in baggage allowance + cabin bag allowance (7kg) as last time I flew to North America checked in baggage allowance was 2x 23kg bags. Clean Cabin friendly staff decent inflight catering + AVOD options.,Positive,Positive,Neutral,2013
2013-11-27,Air New Zealand customer review,3,,Economy Class,,,3.0,4.0,4.0,5.0,-1.0,-1.0,2.0,False,,False,air new zealand customer review my wife and i just finished a 25 week trip to new zealand the flight and stewards were excellent however the trouble came when checking in at auckland airport to come back to la we were going through to customs and a lady called us and said we needed to weigh our two carry on bags apparently they have to weigh less than 7kg and one bag weighed 9kg and the other was 11kg my carry on bag itself weighs 35kg empty the lady tells us we have to turn around and go all the way back downstairs to where we checked in we were already pressed for time and now were in danger of missing our flight we go back downstairs and there is one lady covering all of the checked bags we wait in line and she then commences to tell me they have to be below 7kg or it will cost me 200bag also they need to be consistent in this policy as the lady stopped us before customs to weigh our bag 10 people walked by with bigger bags than mine i hope they review this policy as they are getting a lot of bad press and a lot of unhappy economy class patrons who last time i checked still represent the majority of seats on the planes,Air New Zealand customer review My wife and I just finished a 2.5 week trip to New Zealand. The flight and stewards were excellent however the trouble came when checking in at Auckland airport to come back to LA. We were going through to customs and a lady called us and said we needed to weigh our two carry on bags. Apparently they have to weigh less than 7kg and one bag weighed 9kg and the other was 11kg. My carry on bag itself weighs 3.5kg empty. The lady tells us we have to turn around and go all the way back downstairs to where we checked in. We were already pressed for time and now were in danger of missing our flight. We go back downstairs and there is one lady covering all of the checked bags. We wait in line and she then commences to tell me they have to be below 7kg or it will cost me $200/bag. Also they need to be consistent in this policy. As the lady stopped us before customs to weigh our bag 10 people walked by with bigger bags than mine. I hope they review this policy as they are getting a lot of bad press and a lot of unhappy economy class patrons who last time I checked still represent the majority of seats on the planes!,Negative,Negative,Negative,2013
2013-11-22,Air New Zealand customer review,3,,Economy Class,,,4.0,4.0,-1.0,-1.0,-1.0,-1.0,3.0,False,,False,air new zealand customer review the flight itself was just the same as any other airline no problem but what really annoyed me was the treatment i received at check in we flew from blenheim to auckland a family group of 4 of us checked in maybe one case out of the 4 was overweight but they took into account that in total others were lighter and we did not exceed the overall allowance for 4 persons all good so far they insisted on weighing my hand luggage which had been stripped down to a few light items but the main content was my cpap medical machine that deals with my sleep apnea condition a camera tablet and lap top overall weight was about 9kgs about 2kgs over the limit of 7kgs the check in man told me that i was over the limit and would have to remove some items i pointed out that i had a laptop hoping he would then just let it be on the flight to christchurch the air new zealand check in told me 9kgs including a laptop was ok and let the bag go this time the man told me to remove the laptop so he could weigh the bag again it is an ultra book so extremely light which still made my bag 8kgs he still wasnt happy and insisted that i remove more items this was extremely embarrassing for the sake of 1kg but in the end we placed some items in a plastic shopping bag which my wife was allowed to carry on because she only had a handbag this reduced the weight down to 7kgs which made the check in man happy and i could then put my very light laptop back inside rules are rules fair enough but for goodness sake my wife had next to no hand luggage why couldnt they just aggregate the weight for our group or at least for the 2 of us in the end i put the items back in my bag anyway but the irony was that it was a small plane and the overhead lockers were too small to even take the regulation hand luggage bag i was using so it had to stay on the floor under the seat in front so it wasnt as if the bag would have been too heavy for the overhead bin anyway i expect this kind of treatment from a lcc but not from a full fare carrier like air new zealand it was very embarrassed and it just left a bitter taste for the whole flight i wont be rushing back to air nz i can assure you,Air New Zealand customer review The flight itself was just the same as any other airline no problem. But what really annoyed me was the treatment I received at check in. We flew from Blenheim to Auckland. A family group of 4 of us checked in. Maybe one case out of the 4 was overweight but they took into account that in total others were lighter and we did not exceed the overall allowance for 4 persons. All good so far. They insisted on weighing my hand luggage which had been stripped down to a few light items but the main content was my CPAP medical machine that deals with my sleep apnea condition a camera tablet and lap top. Overall weight was about 9kgs about 2kgs over the limit of 7kgs. The check in man told me that I was over the limit and would have to remove some items. I pointed out that I had a laptop hoping he would then just let it be. On the flight to Christchurch the Air New Zealand check in told me 9kgs including a laptop was OK and let the bag go. This time the man told me to remove the laptop so he could weigh the bag again. It is an ultra book so extremely light which still made my bag 8kgs. He still wasn't happy and insisted that I remove more items. This was extremely embarrassing for the sake of 1kg but in the end we placed some items in a plastic shopping bag which my wife was allowed to carry on because she only had a handbag. This reduced the weight down to 7kgs which made the check in man happy and I could then put my very light laptop back inside. Rules are rules fair enough but for goodness sake. My wife had next to no hand luggage why couldn't they just aggregate the weight for our group or at least for the 2 of us? In the end I put the items back in my bag anyway but the irony was that it was a small plane and the overhead lockers were too small to even take the regulation hand luggage bag I was using so it had to stay on the floor under the seat in front. So it wasn't as if the bag would have been too heavy for the overhead bin anyway. I expect this kind of treatment from a LCC but not from a full fare carrier like Air New Zealand. It was very embarrassed and it just left a bitter taste for the whole flight. I won't be rushing back to Air NZ I can assure you.,Positive,Positive,Negative,2013
2013-11-20,Air New Zealand customer review,5,,Economy Class,,,2.0,3.0,3.0,3.0,-1.0,-1.0,3.0,False,,False,air new zealand customer review flew melchczqnaklmel a320 and atr72 legroom on the trans tasman flights are a joke in fact the domestic a320 aircraft have more legroom movies on the trans tasman flights are quite dated and definitely nothing current on show catering for those who paid for it was just ok nothing special service by crew was ok i missed out on drinks cabin crew didnt make it to my row even though i paid for the works fare this experience certainly does not convince me to fly them long haul i would definitely recommend qantas on the trans tasman flights,"Air New Zealand customer review Flew MEL-CHC-ZQN-AKL-MEL A320 and ATR72. Legroom on the Trans Tasman flights are a joke in fact the domestic A320 aircraft have more legroom! Movies on the Trans Tasman flights are quite dated and definitely nothing current on show. Catering for those who paid for it was just ok nothing special. Service by crew was ok I missed out on drinks (cabin crew didn't make it to my row) even though I paid for ""The Works"" fare. This experience certainly does not convince me to fly them long haul I would definitely recommend Qantas on the Trans Tasman flights.",Positive,Positive,Neutral,2013
2013-11-18,Air New Zealand customer review,7,,Business Class,,,4.0,3.0,4.0,4.0,-1.0,-1.0,3.0,True,,False,air new zealand customer review travelled perakl on air nz aircraft was a b777200 must admit i was a little disappointed with the level of service which i found to be a bit inconsistent the cabin manager and a couple of the staff in the business cabin were excellent but were let down by a couple of their colleagues who looked like they were just going through the motions one of these was an older member of the team who just didnt seem to have the friendly disposition and level of service you would expect when travelling in a premium cabin the positives were the food and wine which was excellent the negatives were the bed and the ife in my seat went unserviceable fortunately there was a vacant seat so i was able to move over to that when it did work the bed was of a good quality and the ife had a good screen and wide variety of choice if they are going to do a personalised service they need to get the persons name right as after i had corrected the flight attendant with my name i was then referred to as someone else later in the flight,Air New Zealand customer review Travelled PER-AKL on Air NZ aircraft was a B777-200. Must admit I was a little disappointed with the level of service which I found to be a bit inconsistent. The cabin manager and a couple of the staff in the business cabin were excellent but were let down by a couple of their colleagues who looked like they were just going through the motions. One of these was an older member of the team who just didn't seem to have the friendly disposition and level of service you would expect when travelling in a premium cabin. The positives were the food and wine which was excellent. The negatives were the bed and the IFE in my seat went unserviceable fortunately there was a vacant seat so I was able to move over to that! When it did work the bed was of a good quality and the IFE had a good screen and wide variety of choice. If they are going to do a personalised service they need to get the persons name right as after I had corrected the flight attendant with my name I was then referred to as someone else later in the flight.,Positive,Positive,Neutral,2013
2013-11-14,Air New Zealand customer review,3,,Economy Class,,,1.0,3.0,3.0,4.0,-1.0,-1.0,2.0,False,,False,air new zealand customer review 777300 akllhr the seats are ridiculously cramped they may be ok if you are waiflike but anyone else will struggle i know that airlines cram in economy passengers so they can make money on the premium seats but air nz has gone too far i felt sorry for the crew negotiating the narrow aisles and having to be polite to disgruntled passengers the inflight entertainment and meals were of a high standard but that doesnt make up for the physical discomfort i travel to and from europe at least once a year and my airline of first choice has always been air nz but the experience has got so much worse over the past couple of years that i wont be travelling air nz long haul again,Air New Zealand customer review 777-300. AKL-LHR. The seats are ridiculously cramped they may be OK if you are waif-like but anyone else will struggle I know that airlines cram in economy passengers so they can make money on the premium seats but Air NZ has gone too far. I felt sorry for the crew negotiating the narrow aisles and having to be polite to disgruntled passengers. The in-flight entertainment and meals were of a high standard but that doesn't make up for the physical discomfort. I travel to and from Europe at least once a year and my airline of first choice has always been Air NZ but the experience has got so much worse over the past couple of years that I won't be travelling Air NZ long haul again.,Negative,Negative,Negative,2013
2013-11-13,Air New Zealand customer review,3,,Economy Class,,,1.0,4.0,5.0,5.0,-1.0,-1.0,2.0,False,,False,air new zealand customer review lhrlax return have to say both flights were the most uncomfortable ever very hot on both legs and even the stewardesses were complaining about the heat also seating on the 777300 is very cramped ba or virgin next time i think,Air New Zealand customer review LHR-LAX return. Have to say both flights were the most uncomfortable ever. Very hot on both legs and even the stewardesses were complaining about the heat. Also seating on the 777-300 is very cramped. BA or Virgin next time i think.,Positive,Negative,Negative,2013
2013-11-08,Air New Zealand customer review,5,,Economy Class,,,3.0,4.0,3.0,3.0,-1.0,-1.0,3.0,False,,False,air new zealand customer review having just returned to the us after visiting new zealand i wish to comment on the economy seating on b777300 compared to the b777200 akllax the seats in the new b777300 are ridiculously cramped both in width and pitch i had the fortune to buy the emergency seats on both legs but would have struggled if i had been in normal economy on the b777300 in addition the extra crammed in seat reduces the aisle width to uncomfortable levels for both sitter and walker perhaps you should be calling them hobbit seats for hobbit sized people even your steward staff were complaining bitterly about the negative feedback they had received from cramped kiwis did air new zealand get any focus groups to try these seat mockups for size or did air new zealand marketing people get done over by the people who sold the premium seats your superb airline staff cannot overcome the 12 hours of cramped misery that that i heard people complain about,Air New Zealand customer review Having just returned to the US after visiting New Zealand. I wish to comment on the economy seating on B777-300 compared to the B777-200 AKL-LAX. The seats in the new B777-300 are ridiculously cramped both in width and pitch. I had the fortune to buy the emergency seats on both legs but would have struggled if I had been in normal economy on the B777-300. In addition the extra crammed in seat reduces the aisle width to uncomfortable levels for both sitter and walker. Perhaps you should be calling them Hobbit Seats for Hobbit sized people. Even your steward staff were complaining bitterly about the negative feedback they had received from cramped Kiwis. Did Air New Zealand get any focus groups to try these seat mockups for size or did Air New Zealand marketing people get done over by the people who sold the premium seats? Your superb airline staff cannot overcome the 12 hours of cramped misery that that I heard people complain about.,Positive,Negative,Neutral,2013
2013-11-05,Air New Zealand customer review,10,,Business Class,,,5.0,5.0,5.0,5.0,-1.0,-1.0,5.0,True,,False,air new zealand customer review my wife and i traveled on 2 transpacific flights anz 01 anz 06 recently and arrived at lax 2 days before the friday nov 1 bombing these flights and two others from and to melbourne were the most comfortable international flights weve ever taken and we started flying internationally in 1968 wed recommend air new zealand auckland international airport was also superb though i speak less enthusiastically about melbourne my only negative is why does anz continue to use lax that airport was a total mess and the pits before the recent shootings its among other us airports dtw for example a national disgrace cant you fly into something close in la and skip lax,Air New Zealand customer review My wife and I traveled on 2 transpacific flights (ANZ 01 ANZ 06) recently and arrived at LAX 2 days before the Friday Nov 1 bombing. These flights and two others from and to Melbourne were the most comfortable international flights we've ever taken and we started flying internationally in 1968. We'd recommend Air New Zealand. Auckland International Airport was also superb though I speak less enthusiastically about Melbourne. My only negative is why does ANZ continue to use LAX? That airport was a total mess and the pits before the recent shootings. Its (among other US airports - DTW for example) a national disgrace. Can't you fly into something close in LA and skip LAX?,Positive,Positive,Positive,2013
2013-11-01,Air New Zealand customer review,9,,Business Class,,,5.0,4.0,5.0,4.0,-1.0,-1.0,3.0,True,,False,air new zealand customer review flew on business class yvraucklandbrisbaneaucklandyvr on 772er great business class seats they made up our flat bed like a 5star hotel maid service another plus are each seats are added with memory foam on top of the bed food also excellent one little set back was few attendants were rude but the majority were friendly and courteous also flew on air new zealand link flying between aucklandblenhiem aircrafts are old and cramped did not alter my flight experience because these such a short flights with stopover in wellington,Air New Zealand customer review Flew on business class YVR-Auckland-Brisbane-Auckland-YVR on 772ER. Great business class seats. They made up our flat bed like a 5-star hotel maid service! Another plus are each seats are added with memory foam on top of the bed. Food also excellent! One little set back was few attendants were rude but the majority were friendly and courteous. Also flew on Air New Zealand Link flying between Auckland-Blenhiem aircraft's are old and cramped. Did not alter my flight experience because these such a short flights with stopover in Wellington.,Positive,Positive,Positive,2013
2013-10-31,Air New Zealand customer review,1,,Economy Class,,,1.0,2.0,2.0,3.0,-1.0,-1.0,1.0,False,,False,air new zealand customer review i flew from perth to auckland return thinking air nz was as good as it use to be i was so wrong cramped packed flights bad service below average food i also paid for and did not receive a meal on the return fight air nz you have allowed yourself to slip into budget airline status you have lost another long time customer,Air New Zealand customer review I flew from Perth to Auckland return thinking Air NZ was as good as it use to be. I was so wrong! Cramped packed flights bad service below average food. I also paid for and did not receive a meal on the return fight. Air NZ you have allowed yourself to slip into Budget airline status. You have lost another long time customer.,Negative,Negative,Negative,2013
2013-10-30,Air New Zealand customer review,3,,Economy Class,,,2.0,1.0,3.0,4.0,-1.0,-1.0,1.0,False,,False,air new zealand customer review flew sfo to akl an absolute nightmare the plane was full and very cramped service was non existent the staff sat in the galley for nearly the entire time and when i went to get a drink i had to lean over the steward who was reading a newspaper and he sighed loudly because i had disturbed him no offer of help at all i ended up pouring drinks for the passengers that where queuing toilets were a disgrace and stunk to high heaven after a year of saving and sacrifice to take this trip it seemed like a huge waste of money i will never fly long haul with air nz again,Air New Zealand customer review Flew SFO to AKL. An absolute nightmare. The plane was full and very cramped. Service was non existent. The staff sat in the galley for nearly the entire time and when I went to get a drink I had to lean over the steward who was reading a newspaper and he sighed loudly because I had disturbed him. No offer of help at all. I ended up pouring drinks for the passengers that where queuing. Toilets were a disgrace and stunk to high heaven. After a year of saving and sacrifice to take this trip it seemed like a huge waste of money. I will never fly long haul with Air NZ again.,Positive,Negative,Negative,2013
2013-10-29,Air New Zealand customer review,9,,Business Class,,,5.0,5.0,4.0,4.0,-1.0,-1.0,4.0,True,,False,air new zealand customer review bneaklsfo then laxaklbne in business 3 legs on 777300er and 1 on 747400 excellent service on all legs seats comfortable entertainment and foodwine generally of high standard lounge in lax perhaps too small for the number of visitors otherwise would recommend highly,Air New Zealand customer review BNE-AKL-SFO then LAX-AKL-BNE in Business. 3 legs on 777-300ER and 1 on 747-400. Excellent service on all legs seats comfortable entertainment and food/wine generally of high standard. Lounge in LAX perhaps too small for the number of visitors. Otherwise would recommend highly.,Positive,Positive,Positive,2013
2013-10-28,Air New Zealand customer review,8,,Premium Economy,,,4.0,5.0,5.0,4.0,-1.0,-1.0,4.0,True,,False,air new zealand customer review flew lhr to lax in premium economy and return four days later on the 777300 er totally sold on the product way better than ba or virgin in my opinion enjoyed the sense of humor with the safety demo tape good one air nz,Air New Zealand customer review Flew LHR to LAX in Premium Economy and return four days later on the 777-300 ER. Totally sold on the product way better than BA or Virgin in my opinion. Enjoyed the sense of humor with the safety demo tape good one Air NZ!,Positive,Positive,Positive,2013
2013-10-22,Air New Zealand customer review,10,,Business Class,,,5.0,5.0,5.0,5.0,-1.0,-1.0,4.0,True,,False,air new zealand customer review nz1 on 13102013 nz2 on 21102013 best airline experience from lhrlax amazing service really comfortable proper bed super food and a great crew faultless service can definitely recommend business class,Air New Zealand customer review NZ1 on 13/10/2013 NZ2 on 21/10/2013. Best airline experience from LHR-LAX. Amazing service really comfortable proper bed super food and a great crew. Faultless service. Can definitely recommend business class.,Positive,Positive,Positive,2013
2013-10-15,Air New Zealand customer review,4,,Economy Class,,,1.0,5.0,-1.0,-1.0,-1.0,-1.0,4.0,False,,False,air new zealand customer review latest aircraft on a flight from chch to akl nz 510 seats do not have any ability to recline backwards even slightly leaving tall passengers with a very uncomfortable ride on a brand new aircraft i cannot imagine who at air new zealand made the decision to eliminate adjustable seats on this large aircraft,Air New Zealand customer review Latest aircraft on a flight from CHCH to AKL NZ 510. Seats do not have any ability to recline backwards (even slightly) leaving tall passengers with a very uncomfortable ride on a brand new aircraft. I cannot imagine who at Air New Zealand made the decision to eliminate adjustable seats on this large aircraft.,Positive,Negative,Neutral,2013
2013-10-13,Air New Zealand customer review,10,,Economy Class,,,4.0,5.0,5.0,5.0,-1.0,-1.0,5.0,True,,False,air new zealand customer review had a great trip melakllax the food and service were first class on full planes this is the best way to judge an airline and new zealand kept up the service all the way the planes were all on time and i was impressed with the economy section meals i needed an aisle seat and the staff went out of their way to get the seat for me the inflight entertainment was second to none and the planes modern and comfortable,Air New Zealand customer review Had a great trip MEL-AKL-LAX. The food and service were first class on full planes. This is the best way to judge an airline and New Zealand kept up the service all the way. The planes were all on time and I was impressed with the economy section meals. I needed an aisle seat and the staff went out of their way to get the seat for me. The inflight entertainment was second to none and the planes modern and comfortable.,Positive,Positive,Positive,2013
2013-10-09,Air New Zealand customer review,5,,Economy Class,,,1.0,4.0,3.0,-1.0,-1.0,-1.0,3.0,False,,False,air new zealand customer review my flights were from christchurch to auckland return i was reasonably happy with everything except the seating on both flights i was allocated a middle seat with no choice of changing the space between the seat rows has been reduced so much my knees are jammed into the seat in front and when the passenger in front also reclined their seat there is no space to move or read the passengers on either side of my seat both claimed the arm rests and i had to continually jostle for space on one flight the passenger in front was not asked to put their seat upright before landing i used to enjoy flying but now dread the thought of it,Air New Zealand customer review My flights were from Christchurch to Auckland return. I was reasonably happy with everything except the seating. On both flights I was allocated a middle seat with no choice of changing. The space between the seat rows has been reduced so much my knees are jammed into the seat in front and when the passenger in front also reclined their seat there is no space to move or read. The passengers on either side of my seat both claimed the arm rests and I had to continually jostle for space. On one flight the passenger in front was not asked to put their seat upright before landing. I used to enjoy flying but now dread the thought of it.,Positive,Negative,Neutral,2013
2013-10-07,Air New Zealand customer review,9,,Business Class,,,4.0,4.0,4.0,5.0,-1.0,-1.0,5.0,True,,False,air new zealand customer review sinlaxakl really good trip although delayed 1 hour in singapores changi airport all passengers got vouchers for burger king arriving at auckland airport i waited in the air new zealand lounge clean and organized it became one of the favourites of the trip,Air New Zealand customer review SIN-LAX-AKL. Really good trip although delayed 1 hour in Singapore's Changi Airport. All passengers got Vouchers for Burger King. Arriving at Auckland Airport I waited in the Air New Zealand Lounge clean and organized! It became one of the favourites of the trip.,Positive,Positive,Positive,2013
2013-10-06,Air New Zealand customer review,7,,Economy Class,,,4.0,3.0,4.0,3.0,-1.0,-1.0,3.0,True,,False,air new zealand customer review akllax in economy great to finally use the checkin machines at akl for flights to n america now we just need online checkin efficient boarding and the dinner service was prompt after takeoff which maximises sleep time dinner was a nice but salty corned beef seat is comfortable crew were professional but rather cold breakfast was fine but i find most airlines breakfasts nasty so this is a plus itd be interesting to see what my opinion was if there was any competition on this route for nz but for a monopoly the experience was more than good enough,Air New Zealand customer review AKL-LAX in Economy. Great to finally use the check-in machines at AKL for flights to N. America (now we just need online check-in). Efficient boarding and the dinner service was prompt after take-off which maximises sleep time. Dinner was a nice but salty corned beef. Seat is comfortable crew were professional but rather cold. Breakfast was fine - but I find most airlines breakfasts nasty so this is a plus. It'd be interesting to see what my opinion was if there was any competition on this route for NZ. But for a monopoly the experience was more than good enough.,Positive,Positive,Neutral,2013
2013-10-02,Air New Zealand customer review,7,,Business Class,,,4.0,4.0,4.0,4.0,-1.0,-1.0,3.0,True,,False,air new zealand customer review melakl sep 2013 on 777 business class overall generally what youd expect but more expensive and not quite the experience of other transtasman options herringbone seating comfortable enough but i am not a fan of the angled nature of it window seats angled into the cabin making looking out of the window difficult inflight entertainment food and beverages and service competent but not outstanding air nz lounge in melbourne nothing to write home about no view other than the underside of docked aircraft and minimal food and drink,Air New Zealand customer review MEL-AKL Sep 2013 on 777. Business class overall generally what you'd expect but more expensive and not quite the experience of other trans-Tasman options. Herringbone seating comfortable enough but I am not a fan of the angled nature of it; window seats angled into the cabin making looking out of the window difficult. In-flight entertainment food and beverages and service competent but not outstanding. Air NZ lounge in Melbourne nothing to write home about no view other than the underside of docked aircraft and minimal food and drink.,Negative,Negative,Neutral,2013
2013-09-29,Air New Zealand customer review,8,,Business Class,,,5.0,5.0,4.0,4.0,-1.0,-1.0,4.0,True,,False,air new zealand customer review lhrlaxakllaxlhr first time flying air nz and was very impressed with the inflight experience service excellent and lie flat seats on 777 were fabulous inflight entertainment has full tv series not the oneoff episodes provided by many other airlines all in all i would recommend air nz one small complaint is the transit through lax and therefore us customsimmigration would be improved by transiting through vancouver or even mexico city,Air New Zealand customer review LHR-LAX-AKL-LAX-LHR. First time flying Air NZ and was very impressed with the in-flight experience. Service excellent and lie flat seats on 777 were fabulous. Inflight entertainment has full TV series (not the one-off episodes provided by many other airlines). All in all I would recommend Air NZ. One small complaint is the transit through LAX (and therefore US customs/immigration). Would be improved by transiting through Vancouver or even Mexico City.,Positive,Positive,Positive,2013
2013-09-25,Air New Zealand customer review,8,,Business Class,,,5.0,5.0,4.0,3.0,-1.0,-1.0,4.0,True,,False,air new zealand customer review hkg akl 17th sep 2013 business class i was very impressed with this flight the 777 lieflat beds are extremely good and they actually make them up like a real bed food was excellent and the cabin crew attention was about as good as you could get i fly nz uk return relatively frequently and this is one of the best flight legs ive ever had i would use this again no hesitation,Air New Zealand customer review HKG - AKL 17th Sep 2013 Business Class. I was very impressed with this flight. The 777 lie-flat beds are extremely good and they actually make them up like a real bed. Food was excellent and the cabin crew attention was about as good as you could get. I fly NZ - UK return relatively frequently and this is one of the best flight legs I've ever had. I would use this again no hesitation.,Positive,Positive,Positive,2013
